"0.0.0.0","0.255.255.255","US"
"1.0.0.0","1.0.0.255","AU"
"1.0.1.0","1.0.3.255","CN"
"1.0.4.0","1.0.7.255","AU"
"1.0.8.0","1.0.15.255","CN"
"1.0.16.0","1.0.31.255","JP"
"1.0.32.0","1.0.63.255","CN"
"1.0.64.0","1.0.127.255","JP"
"1.0.128.0","1.0.255.255","TH"
"1.1.0.0","1.1.0.255","CN"
"1.1.1.0","1.1.1.255","AU"
"1.1.2.0","1.1.63.255","CN"
"1.1.64.0","1.1.127.255","JP"
"1.1.128.0","1.1.255.255","TH"
"1.2.0.0","1.2.2.255","CN"
"1.2.3.0","1.2.3.255","AU"
"1.2.4.0","1.2.127.255","CN"
"1.2.128.0","1.2.255.255","TH"
"1.3.0.0","1.3.255.255","CN"
"1.4.0.0","1.4.0.255","AU"
"1.4.1.0","1.4.127.255","CN"
"1.4.128.0","1.4.255.255","TH"
"1.5.0.0","1.5.255.255","JP"
"1.6.0.0","1.7.255.255","IN"
"1.8.0.0","1.8.255.255","CN"
"1.9.0.0","1.9.255.255","MY"
"1.10.0.0","1.10.9.255","CN"
"1.10.10.0","1.10.10.255","AU"
"1.10.11.0","1.10.127.255","CN"
"1.10.128.0","1.10.255.255","TH"
"1.11.0.0","1.11.255.255","KR"
"1.12.0.0","1.15.255.255","CN"
"1.16.0.0","1.19.255.255","KR"
"1.20.0.0","1.20.255.255","TH"
"1.21.0.0","1.21.255.255","JP"
"1.22.0.0","1.23.255.255","IN"
"1.24.0.0","1.31.255.255","CN"
"1.32.0.0","1.32.127.255","MY"
"1.32.128.0","1.32.191.255","SG"
"1.32.192.0","1.32.255.255","HK"
"1.33.0.0","1.33.255.255","JP"
"1.34.0.0","1.35.255.255","TW"
"1.36.0.0","1.36.255.255","HK"
"1.37.0.0","1.37.255.255","PH"
"1.38.0.0","1.39.255.255","IN"
"1.40.0.0","1.44.255.255","AU"
"1.45.0.0","1.45.255.255","CN"
"1.46.0.0","1.47.255.255","TH"
"1.48.0.0","1.51.255.255","CN"
"1.52.0.0","1.55.255.255","VN"
"1.56.0.0","1.63.255.255","CN"
"1.64.0.0","1.65.255.255","HK"
"1.66.0.0","1.67.255.255","JP"
"1.68.0.0","1.71.255.255","CN"
"1.72.0.0","1.79.255.255","JP"
"1.80.0.0","1.95.255.255","CN"
"1.96.0.0","1.111.255.255","KR"
"1.112.0.0","1.115.255.255","JP"
"1.116.0.0","1.119.255.255","CN"
"1.120.0.0","1.159.255.255","AU"
"1.160.0.0","1.175.255.255","TW"
"1.176.0.0","1.177.255.255","KR"
"1.178.0.0","1.179.127.255","AU"
"1.179.128.0","1.179.255.255","TH"
"1.180.0.0","1.185.255.255","CN"
"1.186.0.0","1.187.255.255","IN"
"1.188.0.0","1.199.255.255","CN"
"1.200.0.0","1.200.255.255","TW"
"1.201.0.0","1.201.255.255","KR"
"1.202.0.0","1.207.255.255","CN"
"1.208.0.0","1.255.255.255","KR"
"2.0.0.0","2.15.255.255","FR"
"2.16.0.0","2.16.1.255","GB"
"2.16.2.0","2.16.5.255","US"
"2.16.6.0","2.16.7.255","DE"
"2.16.8.0","2.16.9.255","ES"
"2.16.10.0","2.16.13.255","US"
"2.16.14.0","2.16.17.255","FR"
"2.16.18.0","2.16.21.255","US"
"2.16.22.0","2.16.25.255","FR"
"2.16.26.0","2.16.27.255","US"
"2.16.28.0","2.16.29.255","DE"
"2.16.30.0","2.16.33.255","US"
"2.16.34.0","2.16.35.255","FR"
"2.16.36.0","2.16.37.255","IL"
"2.16.38.0","2.16.39.255","ES"
"2.16.40.0","2.16.40.255","US"
"2.16.41.0","2.16.41.255","JP"
"2.16.42.0","2.16.43.255","ES"
"2.16.44.0","2.16.47.255","US"
"2.16.48.0","2.16.49.255","DE"
"2.16.50.0","2.16.51.255","US"
"2.16.52.0","2.16.52.255","AT"
"2.16.53.0","2.16.53.255","NL"
"2.16.54.0","2.16.54.255","FR"
"2.16.55.0","2.16.55.255","NL"
"2.16.56.0","2.16.57.255","US"
"2.16.58.0","2.16.60.255","GB"
"2.16.61.0","2.16.62.255","FR"
"2.16.63.0","2.16.65.255","US"
"2.16.66.0","2.16.67.255","DE"
"2.16.68.0","2.16.69.255","SE"
"2.16.70.0","2.16.71.255","IT"
"2.16.72.0","2.16.73.255","US"
"2.16.74.0","2.16.75.255","NL"
"2.16.76.0","2.16.77.255","FR"
"2.16.78.0","2.16.79.255","ES"
"2.16.80.0","2.16.81.255","IT"
"2.16.82.0","2.16.83.255","US"
"2.16.84.0","2.16.85.255","NL"
"2.16.86.0","2.16.87.255","US"
"2.16.88.0","2.16.89.255","GB"
"2.16.90.0","2.16.93.255","FR"
"2.16.94.0","2.16.95.255","US"
"2.16.96.0","2.16.97.255","GB"
"2.16.98.0","2.16.101.255","FR"
"2.16.102.0","2.16.103.255","NL"
"2.16.104.0","2.16.105.255","FR"
"2.16.106.0","2.16.107.255","NL"
"2.16.108.0","2.16.109.255","DE"
"2.16.110.0","2.16.111.255","US"
"2.16.112.0","2.16.113.255","FR"
"2.16.114.0","2.16.115.255","GB"
"2.16.116.0","2.16.116.255","DE"
"2.16.117.0","2.16.121.255","FR"
"2.16.122.0","2.16.123.255","DE"
"2.16.124.0","2.16.126.255","FR"
"2.16.127.0","2.16.127.255","US"
"2.16.128.0","2.16.129.255","FR"
"2.16.130.0","2.16.130.255","DE"
"2.16.131.0","2.16.131.255","US"
"2.16.132.0","2.16.135.255","DE"
"2.16.136.0","2.16.137.255","US"
"2.16.138.0","2.16.139.255","IE"
